City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
352,haines junction,60.7522,-137.5108,19.36,97,100,3.4,CA,1673890674
353,hasaki,35.7333,140.8333,35.22,55,82,12.88,JP,1673890674
354,rabaul,-4.1967,152.1721,80.28,78,87,5.3,PG,1673890675
355,tiarei,-17.5333,-149.3333,75.22,73,99,0.27,PF,1673890675
356,teguise,29.0605,-13.564,64.62,60,40,19.57,ES,1673890676
357,kiruna,67.8557,20.2251,4.12,85,100,3.44,SE,1673890676
358,esperance,-33.8667,121.9,62.38,55,74,14.79,AU,1673890677
359,manturovo,58.3353,44.7619,17.02,93,100,11.07,RU,1673890677
360,bull savanna,17.8868,-77.5902,77.52,46,1,5.37,JM,1673890678
361,fortuna,40.5982,-124.1573,42.35,100,0,0.0,US,1673890678
362,kulhudhuffushi,6.6221,73.07,80.2,74,37,12.88,MV,1673890679
363,aleksandrov gay,50.147,48.5704,20.05,90,21,11.3,RU,1673890679
